,Unnamed: 0,File,V_Neg,V_Neut,V_Pos,A_Neut,A_Pos,Laning,Shopping,Returning,Roaming,Fighting,Pushing,Defending,Dead,Misc
6305,2740,17_03_03.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6306,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6308,4729,199_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6311,1537,190_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6312,754,112_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6315,2471,114_06_03.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0
6317,955,174_05_01.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6321,1354,118_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6322,316,75_04_02.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
6323,1434,184_05_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6324,3768,97_03_03.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
6325,5387,237_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6326,1537,190_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6327,3004,69_01_03.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6329,5350,127_01_03.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6330,1458,22_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6333,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6334,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6335,3730,139_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6337,2526,131_04_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6340,3768,97_03_03.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
6341,4221,156_02_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6346,1228,237_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6347,399,87_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6349,238,1_06_01.mp4,0,1,0,0,1,0,0,0,1,0,0,0,0,0
6350,1155,203_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6351,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6352,788,170_06_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6353,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6355,4103,161_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6358,154,86_05_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
6360,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6361,3720,233_06_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6362,1993,220_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6363,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6364,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6367,1080,175_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6368,5384,117_04_02.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6370,3996,221_04_03.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6371,1398,148_03_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6372,120,46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6373,955,174_05_01.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6375,4083,192_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6377,4425,217_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6378,3295,88_05_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
6380,2482,132_02_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6382,3893,192_04_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6383,2154,208_03_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6385,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6387,1147,63_01_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6388,3743,169_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6389,5244,205_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6391,1055,191_04_02.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6393,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6394,1118,231_07_01.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6395,158,145_03_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6396,5387,237_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6397,3164,165_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6399,4382,225_05_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6401,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6402,5115,171_05_03.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6403,3945,160_01_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6405,2523,171_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6407,4341,119_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6408,3520,98_05_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6409,1553,148_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6410,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6411,1601,154_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6418,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6419,2503,104_02_01.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0
6420,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6421,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6422,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6424,5362,148_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6425,2438,143_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6428,3882,29_02_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
6429,189,122_04_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6430,1247,204_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6431,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
6433,2014,219_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6434,1458,22_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6435,754,112_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6436,3320,239_06_01.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6437,2024,63_06_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6439,2689,8_04_01.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6442,3812,105_01_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6443,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6444,5126,141_06_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6445,1843,136_05_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6446,5000,199_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6447,5341,142_01_02.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6455,826,36_05_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6456,120,46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6457,3493,181_03_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6459,4319,21_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6460,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6462,4729,199_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6463,2482,132_02_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6466,4209,222_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6467,5244,205_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6468,3362,11_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6469,3485,10_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6472,125,213_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6473,5417,95_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6474,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6475,347,48_06_01.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6476,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6478,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6479,4296,3_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6480,446,233_05_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6481,3600,208_03_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6483,4083,192_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6484,4145,98_05_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6485,4393,235_01_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6487,4207,116_06_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6488,2482,132_02_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6490,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6491,3730,139_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6492,4729,199_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6493,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6494,4560,107_01_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6495,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6496,223,236_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6498,1627,64_03_02.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
6500,5405,57_05_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6501,1155,203_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6503,3135,238_02_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6505,892,221_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6507,4329,220_04_01.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6509,5384,117_04_02.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6511,125,213_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6513,976,84_04_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6516,4740,72_01_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6518,4149,223_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6519,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6520,1701,195_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6521,1993,220_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6523,22,168_02_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6524,3088,12_01_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6525,289,24_03_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6526,3135,238_02_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6528,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6529,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6530,2468,12_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6533,996,229_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6534,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6536,641,222_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6538,3592,178_04_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6540,2526,131_04_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6541,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6543,3362,11_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6545,1,149_07_01.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6548,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6549,1323,14_03_02.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0
6550,4393,235_01_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6551,146,74_05_02.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6557,518,197_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6559,22,168_02_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6560,2482,132_02_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6561,2295,94_05_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6563,2201,40_07_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6564,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6565,1275,19_03_01.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
6566,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6567,1,149_07_01.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6568,2387,135_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6569,223,236_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6570,3120,167_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6571,4698,216_05_03.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
6574,705,165_02_02.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
6575,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6576,405,222_01_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6578,1247,204_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6580,976,84_04_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6582,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6583,158,145_03_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6584,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6585,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6586,4133,67_01_03.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6587,3362,11_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6588,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6592,3768,97_03_03.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
6593,4329,220_04_01.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6594,212,202_01_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6596,788,170_06_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6601,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
6602,189,122_04_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6603,3,224_05_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6604,2520,146_03_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6606,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6607,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6608,1434,184_05_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6609,4145,98_05_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6610,4020,146_03_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6611,5117,117_04_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6614,5244,205_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6616,3206,30_03_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6617,3268,4_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6618,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6620,4329,220_04_01.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6621,3485,10_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6623,1247,204_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6624,3050,115_03_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6627,2750,142_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6628,17,109_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6631,2829,76_03_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6632,5158,210_03_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6633,4103,161_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6634,3004,69_01_03.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6638,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6639,1462,5_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6640,614,40_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6641,1715,238_04_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6642,4481,74_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6643,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6644,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6646,3775,218_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6647,820,33_07_02.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6653,1783,230_05_02.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6654,4341,119_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6655,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6656,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6657,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6658,1310,194_01_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6660,5328,174_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6663,4863,84_05_03.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6664,718,213_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6665,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6666,3864,237_04_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6668,3996,221_04_03.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6670,2438,143_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6673,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6674,510,105_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6675,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6676,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6677,2740,17_03_03.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6678,2438,143_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6680,1754,14_02_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6682,5417,95_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6683,754,112_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6685,1554,76_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6689,2387,135_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6690,4329,220_04_01.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6691,1881,234_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6692,3004,69_01_03.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6693,4517,45_03_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6694,2540,87_02_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6695,2621,200_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6696,857,171_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6697,3841,108_02_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6699,4481,74_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6701,4946,176_01_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6702,1553,148_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6703,3084,170_02_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6706,3014,147_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6707,3362,11_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6708,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6710,891,208_05_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6711,2151,53_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6712,1241,120_02_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6713,17,109_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6714,1951,141_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6715,801,5_01_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6716,2829,76_03_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6717,125,213_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6718,2151,53_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6719,5244,205_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6721,4425,217_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6723,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6724,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6727,449,77_06_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6729,3268,4_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6730,5244,205_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6731,2127,13_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6733,5381,11_06_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6734,1038,188_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6735,5078,79_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6737,1811,206_03_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6738,713,239_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6739,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6742,4588,189_06_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6743,718,213_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6744,3268,4_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6745,3600,208_03_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6748,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6750,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6752,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6753,4621,185_04_03.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6754,4890,189_03_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6755,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6756,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6757,48,142_03_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6759,4946,176_01_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6761,4382,225_05_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6762,3362,11_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6763,4946,176_01_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6765,269,154_02_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6766,119,224_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6767,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6768,4989,209_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6770,825,211_01_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6774,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6776,1554,76_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6777,1268,122_02_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
6778,1951,141_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6779,1553,148_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6782,4729,199_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6783,4382,225_05_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6784,4296,3_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6785,2767,7_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6786,3222,151_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6787,1012,209_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6788,563,190_01_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6789,5244,205_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6790,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6791,3996,221_04_03.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6792,412,71_03_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
